Time, Vsupply, ia, dca, current, tension, current_case, frequence, inductance_line
0.678, 4.65, 4.618, 0.0, 4.62, 1.897, 1, 1000, 0.0
0.679, 4.65, 4.517, 0.0, 4.62, 1.897, 1, 1000, 0.0
0.68, 4.65, 4.795, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.681, 4.65, 4.759, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.682, 4.65, 4.504, 0.0, 4.619, 1.897, 1, 1000, 0.0
0.683, 4.65, 4.529, 0.0, 4.62, 1.897, 1, 1000, 0.0
0.684, 4.65, 4.479, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.685, 4.65, 4.496, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.686, 4.65, 4.477, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.687, 4.65, 4.474, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.688, 4.65, 4.521, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.689, 4.65, 4.484, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.69, 4.65, 4.504, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.691, 4.65, 4.498, 0.0, 4.623, 1.898, 1, 1000, 0.0
0.692, 4.65, 4.464, 0.0, 4.623, 1.898, 1, 1000, 0.0
0.693, 4.65, 4.583, 0.0, 4.621, 1.898, 1, 1000, 0.0
0.694, 4.65, 4.703, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.695, 4.65, 4.622, 0.0, 4.623, 1.898, 1, 1000, 0.0
0.696, 4.65, 4.579, 0.0, 4.625, 1.898, 1, 1000, 0.0
0.697, 4.65, 4.523, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.698, 4.65, 4.709, 0.0, 4.627, 1.898, 1, 1000, 0.0
0.699, 4.65, 4.517, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.7, 4.65, 4.492, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.701, 4.65, 4.49, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.702, 4.65, 4.495, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.703, 4.65, 4.511, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.704, 4.65, 4.493, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.705, 4.65, 4.533, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.706, 4.65, 4.483, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.707, 4.65, 4.577, 0.0, 4.618, 1.897, 1, 1000, 0.0
0.708, 4.65, 4.564, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.709, 4.65, 4.499, 0.0, 4.627, 1.897, 1, 1000, 0.0
0.71, 4.65, 4.566, 0.0, 4.626, 1.897, 1, 1000, 0.0
0.711, 4.65, 4.703, 0.0, 4.624, 1.897, 1, 1000, 0.0
0.712, 4.65, 4.561, 0.0, 4.623, 1.897, 1, 1000, 0.0
0.713, 4.65, 4.544, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.714, 4.65, 4.731, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.715, 4.65, 4.567, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.716, 4.65, 4.476, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.717, 4.65, 4.486, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.718, 4.65, 4.468, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.719, 4.65, 4.483, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.72, 4.65, 4.49, 0.0, 4.622, 1.898, 1, 1000, 0.0
0.721, 4.65, 4.478, 0.0, 4.622, 1.898, 1, 1000, 0.0
0.722, 4.65, 4.615, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.723, 4.65, 4.474, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.724, 4.65, 4.493, 0.0, 4.62, 1.898, 1, 1000, 0.0
0.725, 4.65, 4.468, 0.0, 4.618, 1.897, 1, 1000, 0.0
0.726, 4.65, 4.586, 0.0, 4.619, 1.897, 1, 1000, 0.0
0.727, 4.65, 4.683, 0.0, 4.619, 1.897, 1, 1000, 0.0
0.728, 4.65, 4.605, 0.0, 4.621, 1.897, 1, 1000, 0.0
0.729, 4.65, 4.49, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.73, 4.65, 4.761, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.731, 4.65, 4.526, 0.0, 4.625, 1.897, 1, 1000, 0.0
0.732, 4.65, 4.501, 0.0, 4.622, 1.897, 1, 1000, 0.0
0.733, 4.65, 0.006, 0.048, 4.62, 1.897, -1, 1000, 7.68899917602539e-06
